sample,mae,sam,psnr,ssim
ROIs2017_winter_s2_112_p85,0.010393105447292328,0.05694848671555519,36.4613037109375,0.9483888149261475
ROIs1970_fall_s2_141_p915,0.014576642774045467,0.0718265026807785,32.485206604003906,0.9303125143051147
ROIs1970_fall_s2_139_p34,0.014931096695363522,0.08127671480178833,33.531314849853516,0.881928563117981
ROIs1158_spring_s2_140_p752,0.024686548858880997,0.10189446806907654,28.12921142578125,0.8201658129692078
ROIs1970_fall_s2_149_p679,0.015628304332494736,0.10137327015399933,32.610652923583984,0.8609688878059387
ROIs1868_summer_s2_132_p376,0.019352106377482414,0.07504298537969589,29.351181030273438,0.8946061730384827
ROIs2017_winter_s2_84_p136,0.04458188638091087,0.16686001420021057,22.585281372070312,0.6378588080406189
ROIs1970_fall_s2_83_p192,0.030219633132219315,0.05782787501811981,27.70972442626953,0.8567386865615845
ROIs2017_winter_s2_62_p619,0.013992556370794773,0.07732079178094864,33.30266571044922,0.9143564105033875
ROIs2017_winter_s2_130_p463,0.04874302074313164,0.07242950797080994,24.338197708129883,0.9182140827178955
ROIs1970_fall_s2_93_p237,0.012837620452046394,0.09373664855957031,34.236812591552734,0.9138618111610413
ROIs1868_summer_s2_123_p761,0.00582409743219614,0.07774943113327026,42.79435348510742,0.9740493893623352
ROIs1158_spring_s2_121_p170,0.017908543348312378,0.08118068426847458,31.25617218017578,0.8729755282402039
ROIs1158_spring_s2_106_p722,0.012883874587714672,0.05420803278684616,34.34994888305664,0.939360499382019
ROIs2017_winter_s2_42_p713,0.014109877869486809,0.07895103096961975,32.85320281982422,0.8742722272872925
ROIs1970_fall_s2_71_p370,0.013680667616426945,0.08594989776611328,32.87910079956055,0.9290128946304321
ROIs1970_fall_s2_144_p59,0.01958836428821087,0.11204515397548676,30.74552345275879,0.8288156390190125
ROIs2017_winter_s2_63_p755,0.017537955194711685,0.07947665452957153,31.641334533691406,0.9014898538589478
ROIs1868_summer_s2_126_p576,0.030866969376802444,0.1402534395456314,26.150453567504883,0.7720122933387756
ROIs1158_spring_s2_128_p214,0.02185288444161415,0.07911445200443268,28.73794174194336,0.8543753027915955
ROIs1970_fall_s2_77_p832,0.01343610230833292,0.061903052031993866,34.47686004638672,0.9627631902694702
ROIs1868_summer_s2_15_p378,0.02202373556792736,0.18753363192081451,29.17961883544922,0.878002941608429
ROIs1158_spring_s2_140_p40,0.02608603984117508,0.10074056684970856,27.54847526550293,0.8166347146034241
ROIs1970_fall_s2_14_p559,0.010783512145280838,0.07284107804298401,36.17960739135742,0.9227407574653625
ROIs1868_summer_s2_90_p537,0.015333276242017746,0.053066279739141464,31.346052169799805,0.9115103483200073
ROIs1868_summer_s2_17_p164,0.016326772049069405,0.06893010437488556,32.00532913208008,0.9155699014663696
ROIs1970_fall_s2_133_p555,0.009035575203597546,0.07006768882274628,36.85081100463867,0.9380952715873718
ROIs1158_spring_s2_9_p150,0.012065663933753967,0.05193623900413513,34.555824279785156,0.9084848761558533
ROIs1868_summer_s2_137_p735,0.013308626599609852,0.0641968697309494,34.16215896606445,0.928718090057373
ROIs1970_fall_s2_40_p452,0.02752629667520523,0.10905744135379791,27.945323944091797,0.9099008440971375
ROIs1868_summer_s2_93_p767,0.02316557615995407,0.08822252601385117,29.370296478271484,0.8769392371177673
